stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio,cluster,categoria_regla,categorias_candidatas,num_categorias_candidatas,estrato_muestreo,categoria_predicha,confianza_margen,categoria_final
23213,STAR WREATH DECORATION WITH BELL,155,1682,2138.42,1.49,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.422090417563396,Decoración del Hogar
23214,JINGLE BELL HEART ANTIQUE GOLD,104,789,1695.04,2.39,39,,[],0,Sin regla,Decoración del Hogar,0.11621496472548487,Sin clasificar
23215,JINGLE BELL HEART ANTIQUE SILVER,213,3564,7038.4,2.26,39,,[],0,Sin regla,Cocina y Mesa,0.05494077238303041,Sin clasificar
23216,LAUREL HEART ANTIQUE GOLD,45,525,630.73,1.45,39,,[],0,Sin regla,Cocina y Mesa,0.08015954696551558,Sin clasificar
23217,LAUREL HEART ANTIQUE SILVER,99,1309,1613.82,1.54,39,,[],0,Sin regla,Cocina y Mesa,0.5305693822277295,Cocina y Mesa
23218,LAUREL STAR ANTIQUE GOLD,40,379,483.03,1.57,22,,[],0,Sin regla,Cocina y Mesa,0.038317429146712434,Sin clasificar
23219,LAUREL STAR ANTIQUE SILVER,64,430,568.6,1.53,22,,[],0,Sin regla,Cocina y Mesa,0.4173220547417021,Cocina y Mesa
23220,REINDEER HEART DECORATION GOLD,104,993,869.15,1.08,1,Navidad,"['Navidad', 'Decoración del Hogar']",2,Navidad,Navidad,1.8975964308756974,Navidad
23221,REINDEER HEART DECORATION SILVER,149,1536,1363.04,1.08,1,Navidad,"['Navidad', 'Decoración del Hogar']",2,Navidad,Navidad,1.8903286034331805,Navidad
23222,CHRISTMAS TREE HANGING GOLD,77,799,718.53,1.05,0,Navidad,['Navidad'],1,Navidad,Navidad,2.3959796724405997,Navidad
23223,CHRISTMAS TREE HANGING SILVER,89,801,750.19,1.09,0,Navidad,['Navidad'],1,Navidad,Navidad,2.421765713658627,Navidad
23224,CHERUB HEART DECORATION GOLD,71,738,649.02,1.04,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.957122174395344,Decoración del Hogar
23225,CHERUB HEART DECORATION SILVER,88,1355,1176.17,1.09,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9662431806053493,Decoración del Hogar
23226,FILIGREE HEART DAISY WHITE,99,1247,1596.67,1.57,39,,[],0,Sin regla,Decoración del Hogar,0.1342830058626484,Sin clasificar
23227,FILIGREE HEART BUTTERFLY WHITE,117,1642,2070.06,1.57,39,,[],0,Sin regla,Cocina y Mesa,0.03767369270057541,Sin clasificar
23228,FILIGREE HEART BIRD WHITE,126,1492,1960.0,1.79,39,,[],0,Sin regla,Decoración del Hogar,0.5014652397597149,Decoración del Hogar
23229,VINTAGE DONKEY TAIL GAME,256,1869,6739.71,4.24,22,,[],0,Sin regla,Papelería y Tarjetería,0.24347465908672988,Papelería y Tarjetería
23230,WRAP ALPHABET DESIGN,235,7976,3217.92,0.42,37,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9646738034388922,Papelería y Tarjetería
23231,WRAP DOILEY DESIGN,260,7277,3008.34,0.42,37,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,3.048296304175657,Papelería y Tarjetería
23232,WRAP VINTAGE LEAF DESIGN,239,8526,3436.92,0.42,37,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.8232870673648662,Papelería y Tarjetería
23233,WRAP POPPIES DESIGN,159,5175,2105.5,0.42,37,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9824518571123342,Papelería y Tarjetería
23234,BISCUIT TIN VINTAGE CHRISTMAS,278,1722,5079.78,3.38,0,Navidad,"['Navidad', 'Cocina y Mesa']",2,Navidad,Navidad,1.8959621794046841,Navidad
23235,STORAGE TIN VINTAGE LEAF,105,736,1950.66,2.98,22,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.9250173810771858,Cajas y Almacenamiento
23236,STORAGE TIN VINTAGE DOILY,330,2493,7059.97,3.28,22,Cajas y Almacenamiento,"['Cajas y Almacenamiento', 'Papelería y Tarjetería']",2,Cajas y Almacenamiento,Cajas y Almacenamiento,0.39831121974316397,Cajas y Almacenamiento
23237,SET OF 4 KNICK KNACK TINS LEAF,177,1053,4274.39,4.25,22,,[],0,Sin regla,Cocina y Mesa,0.9723834063325832,Cocina y Mesa
23238,SET OF 4 KNICK KNACK TINS LONDON,278,1849,7771.61,4.75,22,,[],0,Sin regla,Cocina y Mesa,0.7656124113993016,Cocina y Mesa
23239,SET OF 4 KNICK KNACK TINS POPPIES,181,842,3353.84,4.39,22,,[],0,Sin regla,Cocina y Mesa,0.7916382644192665,Cocina y Mesa
23240,SET OF 4 KNICK KNACK TINS DOILY,546,4177,17000.17,4.45,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,0.5228011365012535,Papelería y Tarjetería
23241,TREASURE TIN GYMKHANA DESIGN,366,2165,4669.55,2.49,22,,[],0,Sin regla,Cocina y Mesa,0.30505467572182654,Cocina y Mesa
23242,TREASURE TIN BUFFALO BILL,217,1470,3024.63,2.28,22,,[],0,Sin regla,Cajas y Almacenamiento,0.01162087899644737,Sin clasificar
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,471,4800,23489.42,5.87,27,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.712725776473473,Cocina y Mesa
23244,ROUND STORAGE TIN VINTAGE LEAF,112,936,1733.98,2.09,22,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,2.009023656815502,Cajas y Almacenamiento
23245,SET OF 3 REGENCY CAKE TINS,876,6345,31118.55,5.88,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.2034838608348934,Cocina y Mesa
23247,BISCUIT TIN 50 S CHRISTMAS,309,2194,6681.25,3.29,0,Navidad,"['Navidad', 'Cocina y Mesa']",2,Navidad,Navidad,2.0016374309244283,Navidad
23249,VINTAGE RED ENAMEL TRIM PLATE,81,842,1426.1,1.89,26,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.0181908068812198,Cocina y Mesa
23250,VINTAGE RED TRIM ENAMEL BOWL,110,1179,1531.03,1.47,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.33492419747734,Cocina y Mesa
23251,VINTAGE RED ENAMEL TRIM MUG,120,1712,2105.75,1.41,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.2699038468921175,Cocina y Mesa
23252,VINTAGE RED ENAMEL TRIM JUG,138,603,2261.61,4.04,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8629602608029083,Cocina y Mesa
23253,16 PIECE CUTLERY SET PANTRY DESIGN,70,258,3848.86,17.15,27,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.656273744471359,Cocina y Mesa
23254,CHILDRENS CUTLERY DOLLY GIRL,301,1703,6903.11,4.27,40,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.0352844853689502,Cocina y Mesa
23255,CHILDRENS CUTLERY CIRCUS PARADE,158,1014,4097.22,4.35,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8401482058937986,Cocina y Mesa
23256,CHILDRENS CUTLERY SPACEBOY,372,2113,8667.07,4.46,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.204845775179244,Cocina y Mesa
23263,SET OF 3 WOODEN HEART DECORATIONS,474,3863,5147.19,1.45,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9616399616863522,Decoración del Hogar
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,314,1963,2690.81,1.5,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.8992028210773966,Decoración del Hogar
23265,SET OF 3 WOODEN TREE DECORATIONS,305,1769,2404.79,1.48,0,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.862045007168322,Decoración del Hogar
23266,SET OF 3 WOODEN STOCKING DECORATION,337,2053,2743.82,1.45,1,Navidad,"['Navidad', 'Decoración del Hogar']",2,Navidad,Navidad,1.746563964805658,Navidad
23267,SET OF 4 SANTA PLACE SETTINGS,111,1202,1531.95,1.41,22,Navidad,['Navidad'],1,Navidad,Navidad,1.8739634513033065,Navidad
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,89,1447,2018.14,1.69,0,Navidad,['Navidad'],1,Navidad,Navidad,3.9410831073819548,Navidad
23269,SET OF 2 CERAMIC CHRISTMAS TREES,95,779,1152.98,1.71,0,Navidad,['Navidad'],1,Navidad,Navidad,2.320015023042121,Navidad
23270,SET OF 2 CERAMIC PAINTED HEARTS,128,1174,1646.32,1.5,22,,[],0,Sin regla,Cocina y Mesa,0.2624610805014612,Cocina y Mesa
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,106,1731,1496.89,1.05,19,Navidad,"['Navidad', 'Velas e Iluminación']",2,Navidad,Navidad,2.092256225662873,Navidad
23272,TREE T LIGHT HOLDER WILLIE WINKIE,44,364,562.22,1.92,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.8963479012709203,Velas e Iluminación
23273,HEART T LIGHT HOLDER WILLIE WINKIE,113,969,1649.05,1.88,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,2.403049688835372,Velas e Iluminación
23274,STAR T LIGHT HOLDER WILLIE WINKIE,120,1180,2005.0,2.02,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,2.2481441704061598,Velas e Iluminación
23275,SET OF 3 HANGING OWLS OLLIE BEAK,334,3720,4521.72,1.47,22,,[],0,Sin regla,Decoración del Hogar,0.06987221864282445,Sin clasificar
23280,FOLDING BUTTERFLY MIRROR HOT PINK,158,2023,1614.16,1.06,20,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",1.9653555846520572,"Espejos, Relojes y Arte de Pared"
23281,FOLDING BUTTERFLY MIRROR RED,104,1280,1000.82,0.98,20,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.077327490330515,"Espejos, Relojes y Arte de Pared"
23282,FOLDING BUTTERFLY MIRROR IVORY,137,812,757.86,1.26,20,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",1.996631425046582,"Espejos, Relojes y Arte de Pared"
23283,DOORMAT VINTAGE LEAF,233,994,7003.38,8.66,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.909378011212839,Textiles del Hogar
23284,DOORMAT KEEP CALM AND COME IN,732,5487,38133.64,8.78,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.9606049194383939,Textiles del Hogar
23285,PINK VINTAGE SPOT BEAKER,192,4807,4572.41,1.07,22,,[],0,Sin regla,Papelería y Tarjetería,0.06134744648095314,Sin clasificar
23286,BLUE VINTAGE SPOT BEAKER,222,5048,4747.62,1.03,22,,[],0,Sin regla,Papelería y Tarjetería,0.0844901037849295,Sin clasificar
23287,RED VINTAGE SPOT BEAKER,200,1879,1603.39,1.03,22,,[],0,Sin regla,Papelería y Tarjetería,0.08914922886523158,Sin clasificar
23288,GREEN VINTAGE SPOT BEAKER,186,4625,4444.23,1.04,22,,[],0,Sin regla,Papelería y Tarjetería,0.0298084197967321,Sin clasificar
23289,DOLLY GIRL CHILDRENS BOWL,192,1622,2013.7,1.54,40,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1066915634679506,Cocina y Mesa
23290,SPACEBOY CHILDRENS BOWL,214,2430,2890.35,1.44,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.2800672156964312,Cocina y Mesa
23291,DOLLY GIRL CHILDRENS CUP,196,1634,2059.03,1.52,40,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9582651296539362,Cocina y Mesa
23292,SPACEBOY CHILDRENS CUP,223,2181,2703.33,1.53,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1589735946365223,Cocina y Mesa
23293,SET OF 12 FAIRY CAKE BAKING CASES,554,8471,6989.54,1.07,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.374786045286456,Cocina y Mesa
23294,SET OF 6 SNACK LOAF BAKING CASES,358,4392,3607.81,1.09,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9236796759995778,Cocina y Mesa
23295,SET OF 12 MINI LOAF BAKING CASES,450,6134,5073.45,1.11,12,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.060458823684836,Cocina y Mesa
23296,SET OF 6 TEA TIME BAKING CASES,382,4979,5985.55,1.52,26,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9823115388840629,Cocina y Mesa
23297,SET 40 HEART SHAPE PETIT FOUR CASES,163,4303,6792.23,1.84,39,,[],0,Sin regla,Cocina y Mesa,0.8940215880298208,Cocina y Mesa
23298,SPOTTY BUNTING,1161,8466,43148.18,5.52,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,2.034873389863015,Pascua y Fiestas
23299,FOOD COVER WITH BEADS SET 2,146,1012,3772.88,4.37,22,,[],0,Sin regla,Papelería y Tarjetería,0.19666485879124362,Sin clasificar
23300,GARDENERS KNEELING PAD CUP OF TEA,766,6809,11785.99,1.91,26,Jardín y Exterior,"['Jardín y Exterior', 'Cocina y Mesa']",2,Jardín y Exterior,Jardín y Exterior,1.9297808726527175,Jardín y Exterior
23301,GARDENERS KNEELING PAD KEEP CALM,920,8807,16327.35,1.94,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9692460727188557,Jardín y Exterior
23302,KNEELING MAT HOUSEWORK DESIGN,233,1536,2181.42,1.89,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,0.27320934999835733,Textiles del Hogar
23303,SET 4 PICNIC CUTLERY FONDANT,6,65,126.75,1.95,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.045414500920709,Cocina y Mesa
23304,SET 4 PICNIC CUTLERY CHERRY,9,71,138.45,1.95,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.903029221853183,Cocina y Mesa
23305,SET 4 PICNIC CUTLERY BLUEBERRY,9,82,159.9,1.95,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1617678223244523,Cocina y Mesa
23306,SET OF 36 DOILIES PANTRY DESIGN,279,2808,4123.38,1.81,27,Cocina y Mesa,"['Cocina y Mesa', 'Papelería y Tarjetería']",2,Cocina y Mesa,Papelería y Tarjetería,0.8884263068240594,Papelería y Tarjetería
23307,SET OF 60 PANTRY DESIGN CAKE CASES,641,12049,6371.89,0.68,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,3.12162186060508,Cocina y Mesa
23308,SET OF 60 VINTAGE LEAF CAKE CASES,389,6139,3272.61,0.69,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.0659580180228705,Cocina y Mesa
23309,SET OF 60 I LOVE LONDON CAKE CASES,422,8275,4495.85,0.74,31,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.118545618193859,Cocina y Mesa
23310,BUBBLEGUM RING ASSORTED,246,12050,4997.28,0.48,22,,[],0,Sin regla,Joyería y Bijouterie,0.22892635101475367,Joyería y Bijouterie
23311,VINTAGE CHRISTMAS STOCKING,347,2390,6488.2,2.97,0,Navidad,['Navidad'],1,Navidad,Navidad,3.9673139412317795,Navidad
23312,VINTAGE CHRISTMAS GIFT SACK,218,1423,5964.15,4.45,0,Navidad,['Navidad'],1,Navidad,Navidad,2.48705147538488,Navidad
23313,VINTAGE CHRISTMAS BUNTING,408,2990,15798.66,5.55,0,Navidad,"['Navidad', 'Pascua y Fiestas']",2,Navidad,Navidad,2.1787561959514434,Navidad
23314,VINTAGE CHRISTMAS TABLECLOTH,118,407,5012.96,13.61,0,Navidad,['Navidad'],1,Navidad,Navidad,2.6790786655769008,Navidad
23315,IVORY REFECTORY CLOCK,86,213,2094.24,10.78,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",1.8685175534332021,"Espejos, Relojes y Arte de Pared"
23316,RED REFECTORY CLOCK,110,250,2501.64,11.11,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.015643297015873,"Espejos, Relojes y Arte de Pared"
23317,BLUE REFECTORY CLOCK,82,173,1777.46,11.23,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",1.9702103074430277,"Espejos, Relojes y Arte de Pared"
23318,BOX OF 6 MINI VINTAGE CRACKERS,382,3809,9162.41,2.74,4,,[],0,Sin regla,Papelería y Tarjetería,0.02013427749385599,Sin clasificar
23319,BOX OF 6 MINI 50 S CRACKERS,411,3720,9219.53,2.65,4,,[],0,Sin regla,Cajas y Almacenamiento,0.027403260631113868,Sin clasificar
23320,GIANT 50 S CHRISTMAS CRACKER,338,2661,7053.57,2.81,0,Navidad,['Navidad'],1,Navidad,Navidad,2.2018968719472323,Navidad
23321,SMALL WHITE HEART OF WICKER,644,4716,8438.54,1.75,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.978388411635262,Decoración del Hogar
23322,LARGE WHITE HEART OF WICKER,572,3069,8878.21,3.14,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9673592718973554,Decoración del Hogar
23323,WHITE WICKER STAR,302,1469,3146.78,2.25,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9930782113370984,Decoración del Hogar
23324,RUSTIC STRAWBERRY JAM POT LARGE,44,399,816.04,2.21,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8738032699588234,Cocina y Mesa
23325,RUSTIC STRAWBERRY JAM POT SMALL,35,462,740.94,1.81,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9197899836014858,Cocina y Mesa
23326,HANGING MINI COLOURED BOTTLES,76,3442,2237.08,2.64,22,,[],0,Sin regla,Papelería y Tarjetería,0.003436342183434249,Sin clasificar
23327,HANGING CLEAR MINI BOTTLE,42,1734,1051.14,0.79,22,,[],0,Sin regla,Botellas de Agua Caliente y Confort,0.10234190905383667,Sin clasificar
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,409,2841,13269.49,4.85,22,,[],0,Sin regla,Papelería y Tarjetería,0.17092742336134487,Sin clasificar
23329,DECORATIVE WICKER HEART LARGE,250,1767,3038.19,1.77,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9924985213255588,Decoración del Hogar
23330,DECORATIVE WICKER HEART MEDIUM,223,1794,2286.97,1.36,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9977034270264284,Decoración del Hogar
23331,DECORATIVE WICKER HEART SMALL,114,1596,1062.28,0.78,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9969559303649598,Decoración del Hogar
23332,IVORY WICKER HEART LARGE,296,2059,3542.71,1.76,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9774247438175452,Decoración del Hogar
23333,IVORY WICKER HEART MEDIUM,243,2089,2695.45,1.33,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9631979981960543,Decoración del Hogar
23334,IVORY WICKER HEART SMALL,136,2271,1491.75,0.79,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.98869267964011,Decoración del Hogar
23335,EGG FRYING PAN IVORY,97,377,790.78,2.33,8,,[],0,Sin regla,Cocina y Mesa,0.5046220298114253,Cocina y Mesa
23336,EGG FRYING PAN PINK,86,225,519.25,2.6,8,,[],0,Sin regla,Cocina y Mesa,0.22410845182374028,Cocina y Mesa
23337,EGG FRYING PAN MINT,69,180,388.75,2.29,8,,[],0,Sin regla,Cocina y Mesa,0.3125355100183303,Cocina y Mesa
23338,EGG FRYING PAN RED,109,431,915.4,2.34,8,,[],0,Sin regla,Cocina y Mesa,0.44948598138092033,Cocina y Mesa
23339,EGG FRYING PAN BLUE,76,173,400.84,2.51,8,,[],0,Sin regla,Cocina y Mesa,0.4558210943610142,Cocina y Mesa
23340,VINTAGE CHRISTMAS CAKE FRILL,152,2500,4034.08,1.96,32,Navidad,['Navidad'],1,Navidad,Navidad,2.536724616979403,Navidad
23341,PINK DINER WALL CLOCK,121,307,2741.35,9.94,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.4160238472528333,"Espejos, Relojes y Arte de Pared"
23342,MINT DINER WALL CLOCK,163,373,3176.41,8.83,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.4412904973256735,"Espejos, Relojes y Arte de Pared"
23343,JUMBO BAG VINTAGE CHRISTMAS,486,6078,13972.71,2.42,6,Navidad,"['Navidad', 'Bolsos y Carteras']",2,Navidad,Navidad,1.9845918116358083,Navidad
23344,JUMBO BAG 50 S CHRISTMAS,722,10285,23772.07,2.42,6,Navidad,"['Navidad', 'Bolsos y Carteras']",2,Navidad,Navidad,2.292355159460134,Navidad
23345,DOLLY GIRL BEAKER,176,2451,2886.25,1.51,40,,[],0,Sin regla,Papelería y Tarjetería,0.09356669856647959,Sin clasificar
23346,SPACEBOY BEAKER,186,2628,3112.34,1.52,22,,[],0,Sin regla,Cocina y Mesa,0.0559129238076565,Sin clasificar
23347,I LOVE LONDON BEAKER,98,860,1077.3,1.56,31,,[],0,Sin regla,Papelería y Tarjetería,0.09133200270811248,Sin clasificar
23348,CHILDRENS TOY COOKING UTENSIL SET,170,746,1633.81,2.58,22,,[],0,Sin regla,Cocina y Mesa,0.9752401746836208,Cocina y Mesa
23349,ROLL WRAP VINTAGE CHRISTMAS,343,3221,4342.6,1.54,37,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.03987116565016,Navidad
23350,ROLL WRAP VINTAGE SPOT,311,2712,3445.08,1.46,37,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.950189806602753,Papelería y Tarjetería
23351,ROLL WRAP 50 S CHRISTMAS,358,3535,4875.65,1.51,37,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.2179975869664057,Navidad
23352,ROLL WRAP 50 S RED CHRISTMAS,213,1800,2459.2,1.51,37,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.043391815192529,Navidad
23353,6 GIFT TAGS VINTAGE CHRISTMAS,331,4007,3510.05,1.0,0,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.2432838442887455,Navidad
23354,6 GIFT TAGS 50 S CHRISTMAS,330,3740,3429.4,0.97,0,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.3280148856534706,Navidad
23355,HOT WATER BOTTLE KEEP CALM,796,5816,28718.8,5.27,2,Botellas de Agua Caliente y Confort,['Botellas de Agua Caliente y Confort'],1,Botellas de Agua Caliente y Confort,Botellas de Agua Caliente y Confort,1.6632665433803013,Botellas de Agua Caliente y Confort
23356,LOVE HOT WATER BOTTLE,486,2359,13334.32,6.21,2,Botellas de Agua Caliente y Confort,['Botellas de Agua Caliente y Confort'],1,Botellas de Agua Caliente y Confort,Botellas de Agua Caliente y Confort,2.309624761698081,Botellas de Agua Caliente y Confort
23357,HOT WATER BOTTLE SEX BOMB,103,450,1982.05,5.01,2,Botellas de Agua Caliente y Confort,['Botellas de Agua Caliente y Confort'],1,Botellas de Agua Caliente y Confort,Botellas de Agua Caliente y Confort,2.4034611516744167,Botellas de Agua Caliente y Confort
23358,HOT STUFF HOT WATER BOTTLE,89,594,2008.38,4.2,2,Botellas de Agua Caliente y Confort,['Botellas de Agua Caliente y Confort'],1,Botellas de Agua Caliente y Confort,Botellas de Agua Caliente y Confort,2.2944125057257345,Botellas de Agua Caliente y Confort
23359,SET OF 12 T LIGHTS VINTAGE DOILY,79,990,1866.46,1.99,23,Papelería y Tarjetería,"['Papelería y Tarjetería', 'Velas e Iluminación']",2,Papelería y Tarjetería,Papelería y Tarjetería,1.7499542400253674,Papelería y Tarjetería
23360,SET 8 CANDLES VINTAGE DOILY,116,1182,2286.4,2.06,38,Papelería y Tarjetería,"['Papelería y Tarjetería', 'Velas e Iluminación']",2,Papelería y Tarjetería,Papelería y Tarjetería,1.7066702195012704,Papelería y Tarjetería
23365,SET 12 COLOUR PENCILS LOVE LONDON,173,1857,1463.08,0.79,31,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9366824748537668,Papelería y Tarjetería
23366,SET 12 COLOURING PENCILS DOILY,198,2249,1667.95,0.82,12,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,3.368625227250239,Papelería y Tarjetería
23367,SET 12 COLOUR PENCILS SPACEBOY,285,3278,2491.2,0.76,12,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.973042400369324,Papelería y Tarjetería
23368,SET 12 COLOUR PENCILS DOLLY GIRL,236,2379,1679.55,0.78,40,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9987961965667633,Papelería y Tarjetería
23369,SET 36 COLOUR PENCILS LOVE LONDON,129,1105,1581.06,1.5,31,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.8697555390625158,Papelería y Tarjetería
